,label,content
7621,half-true,"For people in the top 1 percent for income, your effective tax burden is in the low 20s, the lowest its been in decades and decades and decades -- lower than somebody who might make substantially less money."
7622,true,"Ninety-five percent of Oregonians now have health insurance coverage, tens of thousands for the very first time."
7623,true,Former business partner Robert Gay says: The man who helped save my daughter was Mitt Romney.
7624,barely-true,"The sales tax increase, if approved, will cost taxpayers up to $300 million per year, in perpetuity, to finance a rail system for the City of Tampa."
7625,true,"Among the developed nations, we are the least economically and socially mobile country in the world."
7626,false,"Bill Nelson voted for a ban on millions of commonly owned firearms, which included many popular hunting and target rifles."
7627,mostly-true,"Says that in his book, Rick Perry said that Social Security is unconstitutional."
7628,false,"More lives have been lost because of the war with the drug cartels in Juarez alone, just a few blocks from the United States of America, than have been lost in the war in Afghanistan."
7629,half-true,"A gas tax holiday is a gimmick that ""every economist says will just go into the pockets of the oil companies."""
7630,false,Marco Rubio thinks that government shouldn't be in the health care business at all.
7631,true,Swaziland has the highest rate of HIV infection in the world.
7632,mostly-true,Gov. Bob McDonnell launched a raid on public education to pay for roads.
7633,true,"During the Civil War, more than 300,000 Ohioans served in the Union Army -- more per capita than any other state."
7634,true,"The national debt ""has gone up by $1,729,000,000 during the Isner v. Mahut match."""
7635,half-true,"Says that Mitt Romneys response to the crisis in the auto industry was, Let Detroit go bankrupt."
7636,mostly-true,"Ninety-six percent of the last session, (U.S. Rep. Henry Cuellar) voted with Nancy Pelosi."
7637,half-true,Multnomah County has faced 11 straight years of cuts
7638,false,On sequestration
7639,half-true,I have now put out all of my emails.
7640,true,Says the city of Portland has one manager for every six front-line workers.
7641,true,Georgia ranks 49th for women serving in elected state and federal offices.
7642,mostly-true,We live in the most incarcerated country in the world.
7643,mostly-true,Studies have consistently failed to establish the existence of a link between the harshness of a countrys drug laws and its levels of drug use.
7644,false,"Says President Barack Obama neversaid, No boots on the ground in Syria."
7645,false,Wisconsins Supreme Court justices are deciding fewer opinions in civil and criminal cases than they used to.
7646,pants-fire,President Obamas health care law says when you sell your house now you have to pay a 3.8 percent tax.
7647,true,Six justices on the U.S. Supreme Court have been confirmed in presidential election years since 1912.
7648,true,Sen. Obama has never taken on his party leaders on a single major issue.
7649,false,Says President Obamas grandmother in Kenya said he was born in Kenya and she was there and witnessed the birth.
7650,false,We have more people working in the state of New Jersey today than weve ever had in our history.
7651,mostly-true,"The first time he ever voted as a Democrat was here in Florida in 2008. He only voted four times in his life, and he's asking Floridians to come out and vote for him."
7652,barely-true,Judithanne McLauchlan was part of a group that supports imposing a state income tax on Floridians.
7653,pants-fire,The Earth is not warming.
7654,true,"When I served as City Commissioner, we made great strides we successfully fought for, and won, adding women and people of color to the Fire Bureau."
7655,half-true,"Says the federal government is spending $765,828 to subsidize pancakes for yuppies in Washington."
7656,barely-true,"The man who was in charge of the investigation of Hillary Clinton accepted essentially from Hillary Clinton $675,000 that went to his wife."
7657,mostly-true,Over 97 percent of the scientific community believe that humans are contributing to climate change.
7658,half-true,The Republican Party has the worst reputation in American polling of any political party in history.
7659,false,Nevada is still a state that is 80 percent white voters.
7660,half-true,There are currently delays of up to six months in the processing of DNA evidence at the state run crime lab.
7661,true,"We have lost 600,000 jobs over the period of the last 10 years. Only Michigan and California have done worse."
7662,true,"We have an 80 percent graduation rate in high school after spending more per student than any country in the world other than Liechtenstein, I think, or Luxembourg and a couple other small countries."
7663,true,"The health care bill will subsidize families of four that make more than $80,000 a year."
7664,false,"Says an estimate that Texas will face an $18 billion budget gap is a number that somebody just reached up in the air and grabbed."""
7665,barely-true,The health care law imposes a federal mandate requiring middle-class Americans to buy health insurance whether they can afford it or not.
7666,mostly-true,"The most private question on this years form asks for an individuals race, and that question has been asked by every census since the 1790 census conducted under then-President George Washington."
7667,false,On whether he would run for U.S. Senate in 2012.
7668,half-true,Says opposing the Paycheck Fairness Act is part of the Koch brothers agenda.
7669,barely-true,Says he never said he wanted to move Social Security back to the states.
7670,mostly-true,McCain called for less regulation21 times just this year.
7671,half-true,"This past (legislative) session, we passed out of the Legislature a resolution requiring Congress to pass a balanced-budget amendment to the (U.S.) Constitution."
7672,mostly-true,Our tax rates are lower now than they were under Ronald Reagan. Theyre much lower than they were under Dwight Eisenhower.
7673,false,"Thirty-seven percent of Central Falls retired police officers and firefighters are out on disability pensions; in most municipalities, about 5 percent of retirees collect disability pensions."
7674,true,"In 2008, 33.2 percent of those who voted early on the last Sunday before Election Day were African-American, while 23.6 percent were Hispanic."
